Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A1727,Data Analytcis ,126,3423,$236.21 ,25,9,0.071,"$1,106 ",20-11-2024,Hyderabad,Tablet,Data Anaytics Training
A1728,DataAnalytics,138,4025,$220.96 ,21,7,0.051,"$1,416 ",11/24/2024,Hyderabad,Tablet,Data Analitics Online
A1729,Data Analytcis ,193,3800,$199.76 ,27,9,0.047,"$1,393 ",11/17/2024,Hyderabad,Mobile,Data Analytics Course
A1730,DataAnalytics,156,5293,$210.43 ,26,6,0.038,"$1,449 ",28-11-2024,Hyderabad,Tablet,Data Analytics Course
A1731,DataAnalytics,142,3565,$180.39 ,26,5,0.035,"$1,147 ",11/1/2024,Hyderabad,Tablet,Data Anaytics Training
A1732,Data Analytcis ,92,4296,$239.12 ,11,10,NA,"$1,169 ",11/2/2024,Hyderabad,Tablet,Data Anaytics Training
A1733,DataAnalytics,190,3567,$249.26 ,NA,7,0.057,"$1,517 ",11/26/2024,Hyderabad,Desktop,Data Analitics Online
A1734,Data Analytics ,134,4854,$198.93 ,21,8,0.06,"$1,101 ",3/11/2024,Hyderabad,Desktop,Analytics For Data
A1735,Data analytics ,144,NA,$186.47 ,29,8,0.056,"$1,437 ",29-11-2024,Hyderabad,Mobile,Data Analytics Course
A1736,Data Analytics ,117,4630,$196.66 ,15,8,NA,"$1,361 ",17-11-2024,Hyderabad,Desktop,Online Data Analytic
A1737,Data Analytics ,160,3448,$210.38 ,19,7,0.044,"$1,705 ",14-11-2024,Hyderabad,Desktop,Data Analytics Course
A1738,Data Analytics ,146,5297,$198.89 ,30,8,0.055,"$2,000 ",11/2/2024,Hyderabad,Desktop,Data Anaytics Training
A1739,Data Analytcis ,175,3818,$190.89 ,30,10,0.039,"$1,088 ",11/10/2024,Hyderabad,Tablet,Data Analitics Online
A1740,Data Analytcis ,122,4791,$223.16 ,12,4,0.033,"$1,246 ",5/11/2024,Hyderabad,Tablet,Learn Data Analytics
A1741,Data Analytcis ,85,3713,$225.74 ,23,5,0.047,"$1,867 ",24-11-2024,Hyderabad,Tablet,Data Analitics Online
A1742,Data analytics ,167,3634,$202.75 ,30,10,0.06,"$1,503 ",11/23/2024,Hyderabad,Desktop,Data Anaytics Training
A1743,Data analytics ,158,3025,$180.50 ,24,9,NA,"$1,725 ",26-11-2024,Hyderabad,Tablet,Data Anaytics Training
A1744,Data Analytics ,176,5868,$184.46 ,NA,4,0.023,"$1,229 ",11/20/2024,Hyderabad,Desktop,Data Analytics Course
A1745,Data analytics ,111,3050,$208.87 ,10,7,0.063,"$1,774 ",11/26/2024,Hyderabad,Tablet,Analytics For Data
A1746,Data analytics ,186,5301,NA,14,9,NA,"$1,230 ",11/17/2024,Hyderabad,Desktop,Learn Data Analytics
A1747,DataAnalytics,177,3042,$239.64 ,26,4,0.023,"$1,646 ",11/20/2024,Hyderabad,Mobile,Data Analytics Course
A1748,Data Analytcis ,150,5272,$239.06 ,13,9,0.06,"$1,232 ",1/11/2024,Hyderabad,Desktop,Online Data Analytic
A1749,Data Analytics ,160,4279,$191.56 ,22,10,0.039,"$1,234 ",12/11/2024,Hyderabad,Mobile,Data Analytics Course
A1750,DataAnalytics,147,5659,$188.07 ,22,4,0.045,"$1,796 ",25-11-2024,Hyderabad,Mobile,Analytics For Data
A1751,DataAnalytics,198,4816,$224.96 ,21,4,0.042,"$1,601 ",5/11/2024,Hyderabad,Mobile,Online Data Analytic
A1752,Data analytics ,145,3874,NA,10,10,0.069,"$1,153 ",11/30/2024,Hyderabad,Mobile,Data Anaytics Training
A1753,Data Analytics ,94,5221,$225.23 ,17,3,0.036,"$1,209 ",19-11-2024,Hyderabad,Tablet,Learn Data Analytics
A1754,DataAnalytics,90,5859,$187.29 ,17,5,0.056,"$1,375 ",16-11-2024,Hyderabad,Mobile,Analytics For Data
A1755,Data analytics ,182,5055,$232.64 ,26,8,0.036,"$1,815 ",10/11/2024,Hyderabad,Mobile,Data Anaytics Training
A1756,Data analytics ,NA,4373,$199.32 ,16,5,NA,"$1,150 ",11/2/2024,Hyderabad,Desktop,Data Anaytics Training
A1757,DataAnalytics,NA,NA,$234.85 ,11,8,NA,"$1,398 ",11/4/2024,Hyderabad,Desktop,Data Anaytics Training
A1758,Data Analytcis ,103,3547,$232.35 ,11,8,0.078,"$1,663 ",26-11-2024,Hyderabad,Tablet,Learn Data Analytics
A1759,Data Analytics ,148,3128,$197.02 ,27,9,0.061,"$1,214 ",11/12/2024,Hyderabad,Tablet,Data Anaytics Training
A1760,Data analytics ,151,5201,$198.56 ,15,10,0.066,"$1,716 ",11/5/2024,Hyderabad,Tablet,Data Anaytics Training
A1761,Data Analytcis ,148,5510,$210.42 ,27,4,0.048,"$1,352 ",11/6/2024,Hyderabad,Mobile,Learn Data Analytics
A1762,Data analytics ,103,5628,$195.60 ,24,8,0.034,"$1,065 ",11/9/2024,Hyderabad,Mobile,Analytics For Data
A1763,Data Analytcis ,115,5445,$183.55 ,21,7,0.059,"$1,721 ",11/7/2024,Hyderabad,Tablet,Data Analytics Course
A1764,Data Analytics ,160,5936,$239.87 ,29,4,NA,"$1,320 ",11/24/2024,Hyderabad,Mobile,Analytics For Data
A1765,DataAnalytics,166,5808,$194.79 ,14,8,0.048,"$1,799 ",11/14/2024,Hyderabad,Tablet,Data Anaytics Training
A1766,Data Analytcis ,187,3282,$234.91 ,10,7,0.041,"$1,525 ",29-11-2024,Hyderabad,Mobile,Online Data Analytic
A1767,DataAnalytics,172,3334,$243.12 ,30,9,0.052,NA,11/8/2024,Hyderabad,Mobile,Online Data Analytic
A1768,DataAnalytics,172,5546,$241.81 ,24,10,0.058,"$1,681 ",11/3/2024,Hyderabad,Desktop,Learn Data Analytics
A1769,Data Analytcis ,187,5734,$187.44 ,10,8,0.043,"$1,183 ",23-11-2024,Hyderabad,Tablet,Analytics For Data
A1770,Data Analytics ,196,4964,$249.47 ,26,9,0.046,"$1,996 ",11/19/2024,Hyderabad,Mobile,Learn Data Analytics
A1771,Data Analytcis ,131,4774,$240.53 ,24,7,0.053,NA,9/11/2024,Hyderabad,Tablet,Data Anaytics Training
A1772,Data Analytics ,103,5244,$205.90 ,22,7,0.032,"$1,954 ",11/16/2024,Hyderabad,Mobile,Analytics For Data
A1773,Data Analytcis ,114,3064,$196.01 ,23,6,0.053,"$1,348 ",30-11-2024,Hyderabad,Mobile,Learn Data Analytics
A1774,Data analytics ,116,3265,$199.21 ,24,10,0.086,"$1,006 ",21-11-2024,Hyderabad,Mobile,Learn Data Analytics
A1775,Data analytics ,164,5351,$217.90 ,10,9,0.055,"$1,431 ",11/12/2024,Hyderabad,Tablet,Online Data Analytic
A1776,Data Analytics ,160,5830,NA,15,10,0.062,"$1,270 ",26-11-2024,Hyderabad,Mobile,Online Data Analytic
A1777,Data analytics ,112,4808,$221.57 ,17,7,0.062,"$1,186 ",11/25/2024,Hyderabad,Desktop,Data Analitics Online
A1778,DataAnalytics,87,5506,$188.77 ,11,5,NA,"$1,774 ",11/22/2024,Hyderabad,Mobile,Learn Data Analytics
A1779,Data Analytcis ,NA,4798,$198.45 ,20,10,NA,"$1,937 ",11/14/2024,Hyderabad,Mobile,Data Anaytics Training
A1780,Data analytics ,139,5763,$214.49 ,15,5,0.045,"$1,781 ",11/1/2024,Hyderabad,Desktop,Data Analitics Online
A1781,Data Analytcis ,193,3271,$187.76 ,30,9,0.053,"$1,209 ",11/13/2024,Hyderabad,Tablet,Online Data Analytic
A1782,DataAnalytics,151,4402,$248.65 ,21,4,NA,"$1,722 ",19-11-2024,Hyderabad,Desktop,Data Analitics Online
A1783,Data Analytics ,90,4281,$216.36 ,24,4,NA,"$1,768 ",11/4/2024,Hyderabad,Mobile,Learn Data Analytics
A1784,DataAnalytics,169,4480,NA,11,10,0.059,"$1,769 ",11/28/2024,Hyderabad,Tablet,Online Data Analytic
A1785,DataAnalytics,197,4373,$218.30 ,18,9,0.059,"$1,988 ",11/14/2024,Hyderabad,Desktop,Learn Data Analytics
A1786,Data Analytics ,132,NA,$219.44 ,17,3,0.055,"$1,949 ",11/24/2024,Hyderabad,Desktop,Learn Data Analytics
A1787,DataAnalytics,96,5503,$243.51 ,11,6,0.062,"$1,687 ",11/2/2024,Hyderabad,Desktop,Data Analitics Online
A1788,DataAnalytics,160,4154,$230.16 ,15,6,NA,"$1,667 ",11/16/2024,Hyderabad,Mobile,Online Data Analytic
A1789,Data analytics ,162,5161,$240.72 ,16,7,NA,"$1,649 ",11/15/2024,Hyderabad,Tablet,Learn Data Analytics
A1790,Data analytics ,171,5517,$233.86 ,23,5,0.029,"$1,349 ",24-11-2024,Hyderabad,Tablet,Data Analytics Course
A1791,Data Analytics ,110,4161,$204.28 ,16,10,NA,"$1,447 ",11/14/2024,Hyderabad,Mobile,Data Analitics Online
A1792,Data Analytics ,103,5332,$243.72 ,16,3,0.029,"$1,882 ",11/28/2024,Hyderabad,Desktop,Online Data Analytic
A1793,Data Analytcis ,167,3620,$243.81 ,24,8,0.053,"$1,001 ",11/5/2024,Hyderabad,Desktop,Data Analytics Course
A1794,DataAnalytics,132,4117,$239.04 ,28,3,0.023,"$1,761 ",11/7/2024,Hyderabad,Mobile,Analytics For Data
A1795,Data analytics ,145,5400,$219.89 ,29,3,NA,"$1,152 ",20-11-2024,Hyderabad,Tablet,Data Analytics Course
A1796,Data Analytcis ,140,5220,$183.39 ,25,8,0.057,"$1,918 ",11/11/2024,Hyderabad,Desktop,Learn Data Analytics
A1797,Data analytics ,122,NA,$217.66 ,25,10,0.053,"$1,799 ",11/26/2024,Hyderabad,Tablet,Data Analitics Online
A1798,Data Analytcis ,87,4081,$180.63 ,20,4,0.046,"$1,665 ",11/8/2024,Hyderabad,Tablet,Data Analitics Online
A1799,DataAnalytics,141,4239,$199.82 ,15,5,0.035,"$1,639 ",11/27/2024,Hyderabad,Mobile,Data Anaytics Training
A1800,DataAnalytics,157,3367,$248.90 ,NA,8,0.051,"$1,470 ",30-11-2024,Hyderabad,Tablet,Data Anaytics Training
A1801,Data Analytcis ,95,5721,$208.53 ,16,6,0.063,"$1,863 ",11/5/2024,Hyderabad,Mobile,Data Analytics Course
A1802,Data Analytics ,160,5166,$210.21 ,20,7,0.044,"$1,850 ",11/21/2024,Hyderabad,Desktop,Data Analytics Course
A1803,Data analytics ,133,5430,$217.34 ,16,6,0.045,"$1,199 ",11/14/2024,Hyderabad,Mobile,Data Analitics Online
A1804,Data Analytcis ,154,3452,$215.61 ,21,7,0.058,"$1,631 ",11/2/2024,Hyderabad,Mobile,Analytics For Data
A1805,Data Analytcis ,188,NA,$220.11 ,13,4,0.021,"$1,262 ",29-11-2024,Hyderabad,Tablet,Data Analitics Online
A1806,Data analytics ,186,5073,$233.58 ,15,4,NA,"$1,965 ",11/4/2024,Hyderabad,Tablet,Online Data Analytic
A1807,Data Analytcis ,101,5757,$249.33 ,25,9,0.035,"$1,129 ",11/1/2024,Hyderabad,Mobile,Learn Data Analytics
A1808,DataAnalytics,150,3323,$227.55 ,14,4,0.027,"$1,931 ",11/18/2024,Hyderabad,Mobile,Data Analytics Course
A1809,Data analytics ,127,5417,$229.06 ,26,8,0.063,"$1,086 ",11/21/2024,Hyderabad,Tablet,Learn Data Analytics
A1810,Data Analytcis ,117,5445,$213.90 ,10,5,0.043,"$1,804 ",19-11-2024,Hyderabad,Desktop,Data Analytics Course
A1811,Data analytics ,152,5173,$230.47 ,15,5,0.036,"$1,779 ",11/26/2024,Hyderabad,Desktop,Learn Data Analytics
A1812,DataAnalytics,87,3643,$220.76 ,27,7,NA,"$1,393 ",11/3/2024,Hyderabad,Desktop,Data Analitics Online
A1813,Data analytics ,181,3863,$180.12 ,17,7,0.035,"$1,892 ",11/28/2024,Hyderabad,Desktop,Data Analytics Course
A1814,Data Analytics ,147,3661,$191.67 ,17,4,0.027,NA,24-11-2024,Hyderabad,Desktop,Online Data Analytic
A1815,Data Analytcis ,173,5463,$232.38 ,17,5,0.029,"$1,568 ",11/26/2024,Hyderabad,Desktop,Analytics For Data
A1816,Data Analytics ,123,3459,$211.88 ,21,4,0.033,"$1,223 ",24-11-2024,Hyderabad,Tablet,Learn Data Analytics
A1817,Data Analytics ,162,3906,$237.24 ,13,5,0.033,"$1,062 ",11/10/2024,Hyderabad,Desktop,Data Anaytics Training
A1818,Data Analytcis ,135,4645,$182.94 ,12,NA,NA,"$1,927 ",11/30/2024,Hyderabad,Desktop,Online Data Analytic
A1819,DataAnalytics,169,3317,$232.35 ,29,3,0.049,"$1,988 ",11/24/2024,Hyderabad,Mobile,Data Anaytics Training
A1820,Data Analytcis ,120,3235,$220.67 ,11,4,NA,"$1,890 ",11/17/2024,Hyderabad,Mobile,Learn Data Analytics
A1821,Data Analytcis ,NA,4823,$234.73 ,30,5,NA,"$1,361 ",25-11-2024,Hyderabad,Mobile,Data Anaytics Training
A1822,Data analytics ,167,4403,$189.36 ,25,4,0.03,"$1,572 ",6/11/2024,Hyderabad,Desktop,Learn Data Analytics
A1823,DataAnalytics,101,3530,$184.83 ,22,5,NA,"$1,802 ",13-11-2024,Hyderabad,Mobile,Learn Data Analytics
A1824,Data Analytcis ,129,4679,$239.21 ,19,3,0.023,"$1,215 ",11/4/2024,Hyderabad,Mobile,Data Analitics Online
A1825,DataAnalytics,153,5396,$233.79 ,13,8,NA,"$1,571 ",1/11/2024,Hyderabad,Mobile,Data Anaytics Training
A1826,Data Analytcis ,NA,3976,$248.65 ,16,4,NA,"$1,160 ",15-11-2024,Hyderabad,Mobile,Data Anaytics Training
A1827,Data Analytics ,108,5545,$209.82 ,11,8,0.074,"$1,491 ",11/8/2024,Hyderabad,Mobile,Analytics For Data
A1828,Data analytics ,85,4772,$211.62 ,15,10,0.118,"$1,669 ",19-11-2024,Hyderabad,Mobile,Learn Data Analytics
A1829,DataAnalytics,109,4941,$242.54 ,18,9,0.083,"$1,278 ",11/11/2024,Hyderabad,Desktop,Data Anaytics Training
A1830,Data Analytics ,119,4369,$216.29 ,16,4,NA,NA,11/22/2024,Hyderabad,Tablet,Learn Data Analytics
A1831,Data Analytics ,143,5526,$185.94 ,15,8,0.056,"$1,712 ",25-11-2024,Hyderabad,Desktop,Analytics For Data
A1832,Data Analytics ,161,5302,$184.29 ,13,8,0.036,"$1,703 ",30-11-2024,Hyderabad,Tablet,Learn Data Analytics
A1833,DataAnalytics,146,4424,$196.88 ,20,3,0.021,"$1,757 ",30-11-2024,Hyderabad,Tablet,Online Data Analytic
A1834,Data Analytcis ,82,5971,$235.52 ,14,8,0.098,"$1,568 ",6/11/2024,Hyderabad,Mobile,Learn Data Analytics
A1835,Data Analytcis ,88,3733,$244.35 ,12,8,0.091,"$1,622 ",11/27/2024,Hyderabad,Mobile,Online Data Analytic
A1836,Data Analytcis ,127,4403,$244.30 ,15,7,0.055,"$1,832 ",22-11-2024,Hyderabad,Tablet,Data Analytics Course
A1837,Data Analytics ,179,5118,$189.59 ,15,6,0.034,"$1,892 ",11/28/2024,Hyderabad,Tablet,Data Analytics Course
A1838,Data analytics ,199,4407,$240.05 ,21,9,0.045,"$1,054 ",13-11-2024,Hyderabad,Desktop,Data Analitics Online
A1839,DataAnalytics,191,3190,$211.10 ,10,7,0.037,NA,22-11-2024,Hyderabad,Tablet,Learn Data Analytics
A1840,Data Analytcis ,99,4880,$245.13 ,25,8,NA,"$1,236 ",11/19/2024,Hyderabad,Tablet,Data Analytics Course
A1841,Data analytics ,122,5774,$224.40 ,23,10,NA,"$1,330 ",11/14/2024,Hyderabad,Mobile,Learn Data Analytics
A1842,Data Analytics ,178,4103,$207.23 ,17,8,0.045,"$1,612 ",11/15/2024,Hyderabad,Mobile,Analytics For Data
A1843,Data Analytcis ,157,4414,$240.57 ,17,9,0.057,"$1,483 ",11/27/2024,Hyderabad,Desktop,Learn Data Analytics
A1844,Data Analytcis ,199,5319,$216.70 ,25,9,0.045,NA,1/11/2024,Hyderabad,Desktop,Online Data Analytic
A1845,Data analytics ,192,3320,$208.09 ,17,3,0.016,"$1,169 ",18-11-2024,Hyderabad,Mobile,Data Anaytics Training
A1846,DataAnalytics,144,4146,$246.10 ,18,10,0.069,"$1,074 ",15-11-2024,Hyderabad,Desktop,Analytics For Data
A1847,Data analytics ,147,4720,$227.60 ,23,8,NA,"$1,907 ",11/5/2024,Hyderabad,Tablet,Online Data Analytic
A1848,Data analytics ,121,3557,$237.03 ,16,7,NA,"$1,255 ",11/25/2024,Hyderabad,Mobile,Data Analitics Online
A1849,Data Analytics ,193,5899,$227.24 ,12,9,0.042,"$1,832 ",2/11/2024,Hyderabad,Desktop,Analytics For Data
A1850,Data Analytcis ,170,4968,$216.78 ,21,5,0.045,"$1,997 ",11/24/2024,Hyderabad,Tablet,Data Analytics Course
A1851,Data Analytics ,198,5934,$199.61 ,14,6,0.03,NA,13-11-2024,Hyderabad,Tablet,Learn Data Analytics
A1852,Data Analytcis ,133,4078,$189.42 ,21,6,0.045,"$1,969 ",21-11-2024,Hyderabad,Desktop,Data Analitics Online
A1853,DataAnalytics,82,4163,$208.08 ,30,8,0.098,"$1,297 ",11/4/2024,Hyderabad,Mobile,Data Analytics Course
A1854,Data Analytics ,90,4330,$249.24 ,20,4,0.044,"$1,618 ",11/15/2024,Hyderabad,Tablet,Data Anaytics Training
A1855,Data analytics ,122,5882,$189.76 ,25,7,0.057,"$1,357 ",11/25/2024,Hyderabad,Tablet,Analytics For Data
A1856,DataAnalytics,105,5645,$218.24 ,17,6,NA,"$1,420 ",11/2/2024,Hyderabad,Mobile,Online Data Analytic
A1857,DataAnalytics,179,3848,$213.26 ,12,5,NA,"$1,807 ",11/29/2024,Hyderabad,Desktop,Data Analytics Course
A1858,Data Analytcis ,91,5609,$228.27 ,12,10,0.11,"$1,098 ",11/11/2024,Hyderabad,Desktop,Analytics For Data
A1859,Data analytics ,168,4390,$195.52 ,22,10,0.06,"$1,553 ",11/4/2024,Hyderabad,Desktop,Data Analytics Course
A1860,Data analytics ,162,4774,$210.80 ,20,7,0.043,"$1,387 ",11/29/2024,Hyderabad,Tablet,Analytics For Data
A1861,DataAnalytics,130,5787,$218.79 ,13,10,0.077,"$1,679 ",11/9/2024,Hyderabad,Mobile,Online Data Analytic
A1862,Data Analytics ,97,5192,$184.79 ,13,10,NA,"$1,382 ",11/5/2024,Hyderabad,Mobile,Learn Data Analytics
A1863,Data Analytics ,142,4223,$222.28 ,27,5,0.038,"$1,506 ",11/7/2024,Hyderabad,Desktop,Learn Data Analytics
A1864,Data Analytcis ,138,3146,$197.89 ,22,7,NA,NA,11/8/2024,Hyderabad,Desktop,Learn Data Analytics
A1865,Data Analytics ,186,3988,$237.69 ,15,5,0.027,"$1,603 ",11/14/2024,Hyderabad,Tablet,Data Analytics Course
A1866,Data Analytics ,170,3437,$232.08 ,23,5,0.029,"$1,405 ",11/29/2024,Hyderabad,Mobile,Learn Data Analytics
A1867,Data Analytics ,85,3718,$224.14 ,21,6,0.071,"$1,938 ",11/4/2024,Hyderabad,Desktop,Online Data Analytic
A1868,Data Analytics ,115,5343,$239.92 ,20,8,NA,"$1,381 ",11/15/2024,Hyderabad,Desktop,Learn Data Analytics
A1869,Data Analytcis ,167,5170,$241.21 ,24,4,0.038,"$1,515 ",21-11-2024,Hyderabad,Mobile,Data Analytics Course
A1870,DataAnalytics,113,5916,$234.58 ,18,5,0.044,"$1,165 ",11/12/2024,Hyderabad,Mobile,Data Analytics Course
A1871,Data Analytics ,175,4958,$245.96 ,22,10,NA,"$1,777 ",11/21/2024,Hyderabad,Mobile,Online Data Analytic
A1872,DataAnalytics,112,5538,$225.66 ,22,4,0.041,NA,11/22/2024,Hyderabad,Desktop,Online Data Analytic
A1873,Data analytics ,194,5309,$191.40 ,19,10,0.046,"$1,764 ",13-11-2024,Hyderabad,Desktop,Data Anaytics Training
A1874,Data analytics ,NA,4539,$244.40 ,18,6,NA,"$1,638 ",11/28/2024,Hyderabad,Mobile,Analytics For Data
A1875,DataAnalytics,82,4622,$203.99 ,17,9,0.11,"$1,375 ",11/12/2024,Hyderabad,Mobile,Online Data Analytic
A1876,Data Analytics ,NA,3355,$193.57 ,26,9,NA,"$1,961 ",11/11/2024,Hyderabad,Mobile,Learn Data Analytics
A1877,DataAnalytics,179,4992,$221.48 ,27,10,0.037,"$1,062 ",11/6/2024,Hyderabad,Tablet,Learn Data Analytics
A1878,Data analytics ,93,3015,$232.01 ,21,4,0.043,"$1,770 ",11/26/2024,Hyderabad,Mobile,Learn Data Analytics
A1879,Data Analytcis ,152,4662,$249.13 ,24,7,0.046,"$1,951 ",11/11/2024,Hyderabad,Desktop,Online Data Analytic
A1880,Data Analytcis ,81,3766,$213.12 ,27,7,0.086,"$1,183 ",27-11-2024,Hyderabad,Desktop,Online Data Analytic
A1881,DataAnalytics,130,5774,$241.97 ,11,7,0.044,"$1,708 ",11/20/2024,Hyderabad,Desktop,Data Analytics Course
A1882,Data Analytcis ,110,4542,$227.95 ,20,4,0.036,"$1,423 ",11/11/2024,Hyderabad,Desktop,Data Anaytics Training
A1883,Data Analytics ,122,5179,NA,11,4,0.033,"$1,507 ",11/18/2024,Hyderabad,Tablet,Analytics For Data
A1884,Data Analytcis ,113,5265,$184.21 ,27,5,0.044,"$1,353 ",20-11-2024,Hyderabad,Tablet,Data Analitics Online
A1885,Data analytics ,140,5297,$223.90 ,28,6,0.043,"$1,630 ",11/21/2024,Hyderabad,Mobile,Data Analytics Course
A1886,Data Analytics ,170,3347,$248.44 ,27,3,NA,"$1,719 ",11/20/2024,Hyderabad,Desktop,Learn Data Analytics
A1887,Data Analytcis ,176,5960,$245.33 ,19,8,0.045,"$1,761 ",11/25/2024,Hyderabad,Tablet,Analytics For Data
A1888,Data Analytics ,NA,5143,$246.30 ,19,5,NA,"$1,346 ",5/11/2024,Hyderabad,Mobile,Data Anaytics Training
A1889,Data Analytcis ,195,5265,$242.00 ,10,4,0.054,"$1,699 ",11/8/2024,Hyderabad,Tablet,Online Data Analytic
A1890,Data analytics ,162,4396,$183.96 ,18,4,0.043,"$1,054 ",11/18/2024,Hyderabad,Tablet,Data Analitics Online
A1891,Data Analytics ,138,4381,$191.55 ,28,7,NA,"$1,756 ",11/1/2024,Hyderabad,Tablet,Data Anaytics Training
A1892,Data analytics ,177,3965,$225.82 ,15,4,0.023,"$1,530 ",22-11-2024,Hyderabad,Mobile,Online Data Analytic
A1893,DataAnalytics,159,3366,$217.27 ,21,7,0.044,"$1,515 ",11/17/2024,Hyderabad,Tablet,Online Data Analytic
A1894,Data analytics ,111,4026,$229.01 ,13,3,NA,"$1,438 ",11/1/2024,Hyderabad,Desktop,Learn Data Analytics
A1895,DataAnalytics,184,5560,$189.14 ,14,6,NA,"$1,250 ",11/17/2024,Hyderabad,Tablet,Data Analitics Online
A1896,Data analytics ,128,4500,$188.21 ,10,3,NA,"$1,087 ",11/14/2024,Hyderabad,Desktop,Online Data Analytic
A1897,Data analytics ,164,3851,$219.15 ,22,6,0.049,"$1,487 ",11/9/2024,Hyderabad,Mobile,Learn Data Analytics
A1898,Data Analytcis ,120,3464,$228.30 ,19,4,0.058,"$1,426 ",22-11-2024,Hyderabad,Tablet,Online Data Analytic
A1899,Data analytics ,89,3248,$239.42 ,10,4,NA,NA,11/11/2024,Hyderabad,Mobile,Learn Data Analytics
A1900,Data Analytics ,91,3721,$231.45 ,24,6,0.06,NA,11/14/2024,Hyderabad,Tablet,Online Data Analytic
A1901,DataAnalytics,143,4143,$191.68 ,20,5,0.035,"$1,460 ",11/30/2024,Hyderabad,Tablet,Analytics For Data
A1902,Data analytics ,176,5768,$238.94 ,14,8,0.045,"$1,016 ",11/2/2024,Hyderabad,Tablet,Data Analitics Online
A1903,Data Analytics ,151,4408,$214.29 ,20,5,0.033,"$1,900 ",21-11-2024,Hyderabad,Desktop,Data Analytics Course
A1904,Data Analytcis ,134,3623,$221.65 ,19,5,0.047,"$1,937 ",11/24/2024,Hyderabad,Desktop,Data Analitics Online
A1905,DataAnalytics,191,3057,$223.28 ,27,6,0.031,"$1,208 ",11/3/2024,Hyderabad,Desktop,Data Analitics Online
A1906,Data analytics ,170,3144,NA,21,3,0.031,"$1,695 ",11/5/2024,Hyderabad,Desktop,Data Analitics Online
A1907,Data Analytics ,112,3989,$228.74 ,10,8,NA,"$1,812 ",13-11-2024,Hyderabad,Mobile,Analytics For Data
A1908,Data Analytcis ,169,3619,$246.66 ,28,3,0.018,"$1,354 ",11/25/2024,Hyderabad,Desktop,Online Data Analytic
A1909,Data analytics ,172,4696,$242.17 ,26,3,0.017,"$1,719 ",11/6/2024,Hyderabad,Desktop,Data Analytics Course
A1910,Data Analytcis ,162,5684,$219.08 ,30,7,NA,"$1,295 ",11/26/2024,Hyderabad,Desktop,Data Analytics Course
A1911,Data Analytics ,183,4197,$243.19 ,29,8,NA,"$1,593 ",11/9/2024,Hyderabad,Mobile,Data Anaytics Training
A1912,Data analytics ,108,5949,$184.25 ,23,8,0.074,"$1,986 ",11/23/2024,Hyderabad,Desktop,Data Anaytics Training
A1913,Data Analytics ,126,3784,NA,24,5,NA,"$1,951 ",28-11-2024,Hyderabad,Mobile,Analytics For Data
A1914,Data Analytcis ,174,3570,$222.65 ,25,3,0.017,NA,11/19/2024,Hyderabad,Tablet,Learn Data Analytics
A1915,DataAnalytics,122,4632,$236.57 ,13,6,NA,"$1,001 ",11/15/2024,Hyderabad,Desktop,Data Analytics Course
A1916,Data analytics ,191,3457,$237.60 ,NA,10,0.052,NA,11/5/2024,Hyderabad,Desktop,Data Analytics Course
A1917,DataAnalytics,122,4525,$202.89 ,23,8,0.034,"$1,499 ",22-11-2024,Hyderabad,Tablet,Data Anaytics Training
A1918,DataAnalytics,175,4850,$186.25 ,28,10,0.057,"$1,978 ",11/18/2024,Hyderabad,Desktop,Analytics For Data
A1919,Data analytics ,123,4938,$180.64 ,24,9,0.073,"$1,746 ",21-11-2024,Hyderabad,Tablet,Data Analytics Course
A1920,Data Analytics ,135,5748,$239.22 ,20,7,0.051,"$1,222 ",11/21/2024,Hyderabad,Tablet,Analytics For Data
A1921,Data Analytcis ,NA,4622,$187.85 ,24,5,NA,"$1,998 ",11/11/2024,Hyderabad,Tablet,Analytics For Data
A1922,Data Analytcis ,90,5596,$188.04 ,12,4,0.044,NA,11/17/2024,Hyderabad,Mobile,Online Data Analytic
A1923,Data Analytics ,NA,5308,$234.10 ,27,8,NA,"$1,150 ",11/16/2024,Hyderabad,Tablet,Analytics For Data
A1924,Data analytics ,89,3069,$205.37 ,19,6,NA,"$1,518 ",11/28/2024,Hyderabad,Desktop,Data Analitics Online
A1925,Data Analytics ,NA,4221,$180.83 ,24,10,0.033,"$1,082 ",11/13/2024,Hyderabad,Tablet,Learn Data Analytics
A1926,DataAnalytics,148,4514,$203.54 ,23,3,0.047,"$1,622 ",5/11/2024,Hyderabad,Desktop,Data Analitics Online
A1927,DataAnalytics,96,3468,$228.41 ,16,9,0.094,"$1,035 ",4/11/2024,Hyderabad,Desktop,Learn Data Analytics
A1928,Data Analytcis ,126,3613,$208.74 ,18,7,NA,"$1,106 ",11/6/2024,Hyderabad,Desktop,Learn Data Analytics
A1929,Data analytics ,115,3234,$227.77 ,30,3,0.026,"$1,272 ",13-11-2024,Hyderabad,Tablet,Learn Data Analytics
A1930,Data Analytics ,135,5436,$245.86 ,28,9,0.067,"$1,453 ",11/3/2024,Hyderabad,Desktop,Data Analitics Online
A1931,Data analytics ,158,4519,$191.84 ,26,4,0.025,NA,11/29/2024,Hyderabad,Desktop,Data Analitics Online
A1932,DataAnalytics,80,3777,$199.52 ,12,7,NA,"$1,694 ",11/22/2024,Hyderabad,Desktop,Learn Data Analytics
